seller_id,seller_city,seller_state,category_en,n_reviews,neg_rate,return_kw_rate,cat_avg_return_kw
066a6914e1ebf3ea95a216c73a986b91,foz do iguacu,PR,sports_leisure,40,10.0,2.5,1.2
0691148aee60ca47977c187804f935ae,londrina,PR,auto,6,0.0,0.0,1.48
0691148aee60ca47977c187804f935ae,londrina,PR,fashion_bags_accessories,1,0.0,0.0,1.11
0691148aee60ca47977c187804f935ae,londrina,PR,health_beauty,2,0.0,0.0,1.2
0691148aee60ca47977c187804f935ae,londrina,PR,sports_leisure,35,17.14,2.86,1.2
0691148aee60ca47977c187804f935ae,londrina,PR,stationery,2,0.0,0.0,1.34
0691148aee60ca47977c187804f935ae,londrina,PR,toys,1,100.0,0.0,1.49
0692610d8abe24f287e9fae90ea0bbee,sao paulo,SP,computers_accessories,2,0.0,0.0,1.89
0692610d8abe24f287e9fae90ea0bbee,sao paulo,SP,furniture_decor,2,0.0,0.0,1.33
06a2c3af7b3aee5d69171b0e14f0ee87,sao luis,MA,health_beauty,384,15.89,1.04,1.2
06bb3a2fe5e7b7a845b13e8fb91bd944,belo horizonte,MG,health_beauty,17,0.0,0.0,1.2
06df0c10d34e459d9672bc77388742eb,maringa,PR,sports_leisure,26,7.69,0.0,1.2
06e5eefc71ec47ae763c5c6f8db7064f,porto alegre,RS,computers_accessories,31,12.9,3.23,1.89
06e5eefc71ec47ae763c5c6f8db7064f,porto alegre,RS,construction_tools_safety,25,16.0,4.0,2.61
06e5eefc71ec47ae763c5c6f8db7064f,porto alegre,RS,cool_stuff,19,10.53,0.0,1.28
06e5eefc71ec47ae763c5c6f8db7064f,porto alegre,RS,electronics,9,22.22,11.11,1.53
06e5eefc71ec47ae763c5c6f8db7064f,porto alegre,RS,musical_instruments,3,0.0,0.0,1.83
06e5eefc71ec47ae763c5c6f8db7064f,porto alegre,RS,telephony,1,0.0,0.0,1.85
07017df32dc5f2f1d2801e579548d620,joao pessoa,PB,telephony,5,20.0,0.0,1.85
070d165398b553f3b4b851c216b8a358,sao paulo,SP,pet_shop,30,33.33,3.33,1.67
0725b8c0f3f906e58f70cbe76b7c748c,guarulhos,SP,auto,1,0.0,0.0,1.48
0725b8c0f3f906e58f70cbe76b7c748c,guarulhos,SP,housewares,9,33.33,0.0,1.64
0725b8c0f3f906e58f70cbe76b7c748c,guarulhos,SP,signaling_and_security,2,0.0,0.0,2.92
0725b8c0f3f906e58f70cbe76b7c748c,guarulhos,SP,sports_leisure,1,100.0,0.0,1.2
0725b8c0f3f906e58f70cbe76b7c748c,guarulhos,SP,stationery,3,0.0,0.0,1.34
0743a0239d764b9a0f959a57d07e36ab,sao paulo,SP,food,3,0.0,0.0,0.7
0743a0239d764b9a0f959a57d07e36ab,sao paulo,SP,health_beauty,1,0.0,0.0,1.2
0747d5bb69f0586cc869d8af4c50f93e,saquarema,RJ,perfumery,12,25.0,0.0,0.72
0761743cbffb25d7148189e9f1a5f03a,ribeirao preto,SP,health_beauty,2,0.0,0.0,1.2
0761743cbffb25d7148189e9f1a5f03a,ribeirao preto,SP,sports_leisure,1,0.0,0.0,1.2
077c5fae4bea9500e3737b16f71b9d3a,sorocaba,SP,housewares,4,0.0,0.0,1.64
0791d9fc1e30678ecf03d3e55fa108d3,belo horizonte,MG,housewares,5,20.0,0.0,1.64
079d295dcbf06ee8bb1b65ba964eb2b6,sao paulo,SP,construction_tools_construction,5,0.0,0.0,1.8
07a9bc7f61396b658ddf3ac534efe44c,sao paulo,SP,toys,1,0.0,0.0,1.49
07bf9669d84d1f11be443a9dd938f698,sao paulo,SP,garden_tools,2,0.0,0.0,1.15
07bf9669d84d1f11be443a9dd938f698,sao paulo,SP,kitchen_dining_laundry_garden_furniture,16,31.25,0.0,1.69
07d75e33f2750d97d467fb57e4dfdd8a,sao paulo,SP,computers_accessories,1,0.0,0.0,1.89
07d75e33f2750d97d467fb57e4dfdd8a,sao paulo,SP,small_appliances,1,100.0,100.0,1.5
07de60b03d150fb3ea09eab5da5e4c8b,ibitinga,SP,bed_bath_table,8,0.0,0.0,1.51
080102cd0a76b09e0dcf55fcacc60e05,belo horizonte,MG,computers_accessories,88,3.41,0.0,1.89
080102cd0a76b09e0dcf55fcacc60e05,belo horizonte,MG,consoles_games,26,0.0,0.0,1.09
080102cd0a76b09e0dcf55fcacc60e05,belo horizonte,MG,electronics,1,0.0,0.0,1.53
080102cd0a76b09e0dcf55fcacc60e05,belo horizonte,MG,home_appliances,4,25.0,0.0,1.08
080102cd0a76b09e0dcf55fcacc60e05,belo horizonte,MG,toys,1,0.0,0.0,1.49
080199a181c46c657dc5aa235411be3b,osasco,SP,auto,78,1.28,0.0,1.48
08061dc0fc165ed41288cc7acde738ee,osasco,SP,computers_accessories,4,0.0,0.0,1.89
08084d990eb3f53af056ccbc1730c8a7,sao paulo,SP,electronics,10,0.0,0.0,1.53
081acf3de680d554796c9cf041be7bc2,vespasiano,MG,construction_tools_lights,1,0.0,0.0,0.88
081acf3de680d554796c9cf041be7bc2,vespasiano,MG,furniture_decor,2,0.0,0.0,1.33
082e0bf4cb865a6533b1e8e498cc0255,botucatu,SP,garden_tools,10,40.0,10.0,1.15
082e0bf4cb865a6533b1e8e498cc0255,botucatu,SP,housewares,1,0.0,0.0,1.64
085f6f7e049c996695fb2074fe38d45e,taubate,SP,auto,1,0.0,0.0,1.48
085f6f7e049c996695fb2074fe38d45e,taubate,SP,housewares,2,0.0,0.0,1.64
085f6f7e049c996695fb2074fe38d45e,taubate,SP,market_place,1,0.0,0.0,1.5
085f6f7e049c996695fb2074fe38d45e,taubate,SP,sports_leisure,1,0.0,0.0,1.2
08633c14ef2db992c11f840f04fad4cd,ribeirao pires,SP,costruction_tools_garden,1,0.0,0.0,1.09
08633c14ef2db992c11f840f04fad4cd,ribeirao pires,SP,food,1,0.0,0.0,0.7
08633c14ef2db992c11f840f04fad4cd,ribeirao pires,SP,food_drink,6,16.67,0.0,0.0
08633c14ef2db992c11f840f04fad4cd,ribeirao pires,SP,health_beauty,8,0.0,0.0,1.2
08633c14ef2db992c11f840f04fad4cd,ribeirao pires,SP,sports_leisure,55,7.27,0.0,1.2
0873d9f8f36123f8d910f4760e788cfb,barueri,SP,telephony,5,20.0,0.0,1.85
0885aaf116795758dfeb5f1032487bcd,ferraz de vasconcelos,SP,baby,2,0.0,0.0,1.71
0885aaf116795758dfeb5f1032487bcd,ferraz de vasconcelos,SP,bed_bath_table,23,8.7,0.0,1.51
0887a9f087bcd5d9f6642b52f897fc6c,cananeia,SP,auto,4,0.0,0.0,1.48
0887a9f087bcd5d9f6642b52f897fc6c,cananeia,SP,computers_accessories,1,0.0,0.0,1.89
0887a9f087bcd5d9f6642b52f897fc6c,cananeia,SP,telephony,7,0.0,0.0,1.85
08ad4ac1388e4420ca531c3edfc46198,itapevi,SP,pet_shop,6,50.0,0.0,1.67
08cdbae123ff67ca4e36d9d641ce0119,uba,MG,furniture_living_room,4,50.0,0.0,1.24
08d0949a9a17c027262db1f3c450c26c,cascavel,PR,furniture_decor,11,18.18,9.09,1.33
08d1c9478fb0d7d7fcac9c0da4e82fc7,belo horizonte,MG,furniture_decor,1,0.0,0.0,1.33
08d2d642cf72b622b14dde1d2f5eb2f5,marilia,SP,computers_accessories,3,0.0,0.0,1.89
08d2d642cf72b622b14dde1d2f5eb2f5,marilia,SP,stationery,5,0.0,0.0,1.34
08d2d642cf72b622b14dde1d2f5eb2f5,marilia,SP,telephony,1,0.0,0.0,1.85
08d2d642cf72b622b14dde1d2f5eb2f5,marilia,SP,watches_gifts,5,0.0,0.0,2.06
08f5819815f3d06545011850bd70f0a8,santos,SP,health_beauty,3,0.0,0.0,1.2
091065b789659bc3cd9af9cb3a6253ff,canoas,RS,cool_stuff,2,50.0,50.0,1.28
0936e1837d0c79253456bbb2ffaaef10,sao paulo,SP,garden_tools,1,0.0,0.0,1.15
093805f8f2aeb63881444571e1f48f30,osasco,SP,health_beauty,22,13.64,0.0,1.2
094ced053e257ae8cae57205592d6712,ribeirao preto,SP,health_beauty,11,27.27,9.09,1.2
094ced053e257ae8cae57205592d6712,ribeirao preto,SP,perfumery,8,0.0,0.0,0.72
0951a6e282947e09cd47969f4ed0b47f,taboao da serra,SP,health_beauty,1,0.0,0.0,1.2
0951a6e282947e09cd47969f4ed0b47f,taboao da serra,SP,perfumery,6,0.0,0.0,0.72
09883d9ab71c8fe8a9bfc7fc3075b07e,sao paulo,SP,health_beauty,3,33.33,0.0,1.2
099095b050cfe8eb1ddff5317587e96e,sao paulo,SP,baby,1,0.0,0.0,1.71
099095b050cfe8eb1ddff5317587e96e,sao paulo,SP,cool_stuff,1,100.0,0.0,1.28
099095b050cfe8eb1ddff5317587e96e,sao paulo,SP,furniture_living_room,1,100.0,0.0,1.24
099095b050cfe8eb1ddff5317587e96e,sao paulo,SP,housewares,6,50.0,0.0,1.64
099095b050cfe8eb1ddff5317587e96e,sao paulo,SP,kitchen_dining_laundry_garden_furniture,1,0.0,0.0,1.69
099095b050cfe8eb1ddff5317587e96e,sao paulo,SP,small_appliances_home_oven_and_coffee,1,0.0,0.0,2.78
099095b050cfe8eb1ddff5317587e96e,sao paulo,SP,sports_leisure,2,50.0,0.0,1.2
099095b050cfe8eb1ddff5317587e96e,sao paulo,SP,toys,3,0.0,0.0,1.49
09bad886111255c5b5030314fc7f1a4a,sao paulo,SP,art,5,0.0,0.0,1.59
09f952a5f58d2285b0372551ae8f9b01,sao bernardo do campo,SP,furniture_decor,33,15.15,3.03,1.33
09f952a5f58d2285b0372551ae8f9b01,sao bernardo do campo,SP,home_construction,13,7.69,7.69,1.08
0a198e95d32b1be2da9424c962a6ebfa,contagem,MG,garden_tools,1,0.0,0.0,1.15
0a82f5fb06a4fe4ac2cf7cb412ec71b8,sao paulo,SP,construction_tools_construction,2,0.0,0.0,1.8
0a85ebe4e328db81ac9109781205e2f7,jundiai,SP,furniture_decor,11,0.0,0.0,1.33
0a85ebe4e328db81ac9109781205e2f7,jundiai,SP,party_supplies,1,0.0,0.0,0.0
0aa2205ca24f113f4658a5c536667426,sao paulo,SP,stationery,4,25.0,0.0,1.34
0ac4201fda2c68ebc0e47cb9423cf3c9,sao paulo,SP,fashion_bags_accessories,1,0.0,0.0,1.11
0ac4201fda2c68ebc0e47cb9423cf3c9,sao paulo,SP,health_beauty,11,9.09,0.0,1.2
0ac4201fda2c68ebc0e47cb9423cf3c9,sao paulo,SP,watches_gifts,1,100.0,100.0,2.06
0ad80de75c811326389cfb1daba7d45e,rio de janeiro,RJ,toys,5,0.0,0.0,1.49
0adac9fbd9a2b63cccaac4f8756c1ca8,louveira,SP,furniture_decor,6,0.0,0.0,1.33
0adac9fbd9a2b63cccaac4f8756c1ca8,louveira,SP,home_appliances,10,10.0,10.0,1.08
0adac9fbd9a2b63cccaac4f8756c1ca8,louveira,SP,housewares,84,13.1,1.19,1.64
0adac9fbd9a2b63cccaac4f8756c1ca8,louveira,SP,market_place,4,0.0,0.0,1.5
0adac9fbd9a2b63cccaac4f8756c1ca8,louveira,SP,stationery,1,0.0,0.0,1.34
0ade5cc4a305ed7093a23f68ca47519c,curitiba,PR,auto,2,0.0,0.0,1.48
0aea4c6ae1505b3228ddf3dd7822ee5b,sorocaba,SP,watches_gifts,8,12.5,0.0,2.06
0af2ab31141893d26aca5a404a537dab,sao paulo,SP,computers_accessories,1,0.0,0.0,1.89
0af977692321d895349eded183341d28,santos,SP,pet_shop,2,0.0,0.0,1.67
0afccdb8a34ee5c79f7c06faf2b4d56e,uberlandia,MG,telephony,23,13.04,4.35,1.85
0b0ddbc7b9d9584f442c7ac92b0ff6c9,guarulhos,SP,auto,3,0.0,0.0,1.48
0b18d63d0cd1d723567903fd34a07df2,sp,SP,auto,5,0.0,0.0,1.48
0b18d63d0cd1d723567903fd34a07df2,sp,SP,musical_instruments,4,0.0,0.0,1.83
0b1ca3ef18a63d7eb0c8897fa0849c08,sao roque,SP,health_beauty,1,0.0,0.0,1.2
0b35c634521043bf4b47e21547b99ab5,teixeira soares,PR,construction_tools_construction,48,35.42,4.17,1.8
0b36063d5818f81ccb94b54adfaebbf5,jaragua do sul,SC,garden_tools,1,0.0,0.0,1.15
0b3f27369a4d8df98f7eb91077e438ac,aruja,SP,furniture_decor,1,0.0,0.0,1.33
0b46f784306be7200ca1700aa55d819f,belo horizonte,MG,auto,1,0.0,0.0,1.48
0b64bcdb0784abc139af04077d49a20e,canoas,RS,health_beauty,4,0.0,0.0,1.2
0b90b6df587eb83608a64ea8b390cf07,maringa,PR,computers_accessories,159,16.35,1.26,1.89
0bae85eb84b9fb3bd773911e89288d54,itajai,SP,art,4,0.0,0.0,1.59
0bae85eb84b9fb3bd773911e89288d54,itajai,SP,audio,2,0.0,0.0,3.23
0bae85eb84b9fb3bd773911e89288d54,itajai,SP,baby,1,0.0,0.0,1.71
0bae85eb84b9fb3bd773911e89288d54,itajai,SP,bed_bath_table,3,0.0,0.0,1.51
0bae85eb84b9fb3bd773911e89288d54,itajai,SP,furniture_decor,2,0.0,0.0,1.33
0bae85eb84b9fb3bd773911e89288d54,itajai,SP,garden_tools,1,0.0,0.0,1.15
0bae85eb84b9fb3bd773911e89288d54,itajai,SP,health_beauty,2,0.0,0.0,1.2
0bae85eb84b9fb3bd773911e89288d54,itajai,SP,home_construction,1,0.0,0.0,1.08
0bae85eb84b9fb3bd773911e89288d54,itajai,SP,housewares,76,7.89,0.0,1.64
0bae85eb84b9fb3bd773911e89288d54,itajai,SP,sports_leisure,4,0.0,0.0,1.2
